time,SO2,O3,NO2,CO
11/1/2022,0,0.047,0.013,0.389
11/2/2022,0,0.04,0.009,0.225
11/3/2022,0,0.041,0.017,0.435
11/4/2022,0,0.046,0.019,0.759
11/5/2022,0,0.049,0.021,0.588
11/6/2022,0,0.046,0.016,0.501
11/7/2022,0,0.027,0.008,0.3
11/8/2022,0,0.036,0.005,0.175
11/9/2022,0,0.041,0.018,0.501
11/10/2022,0,0.044,0.024,0.499
11/11/2022,0,0.042,0.025,0.737
11/12/2022,0,0.048,0.021,0.602
11/13/2022,0,0.045,0.018,0.518
11/14/2022,0,0.047,0.025,0.853
11/15/2022,0,0.046,0.026,0.741
11/16/2022,0,0.046,0.03,0.698
11/17/2022,0,0.042,0.029,0.738
11/18/2022,0,0.05,0.025,0.727
11/19/2022,0,0.049,0.03,0.748
11/20/2022,0,0.051,0.031,1.1
11/21/2022,0,0.05,0.033,0.787
11/22/2022,0,0.052,0.033,0.73
11/23/2022,0,0.049,0.033,0.989
11/24/2022,0,0.046,0.027,0.894
11/25/2022,0,0.045,0.029,0.594
11/26/2022,0,0.049,0.024,0.626
11/27/2022,0,0.055,0.019,0.617
11/28/2022,0,0.047,0.019,0.596
11/29/2022,0,0.04,0.022,0.512
11/30/2022,0,0.042,0.014,0.433
12/1/2022,0,0.044,0.016,0.424
12/2/2022,0,0.04,0.018,0.461
12/3/2022,0,0.034,0.028,0.957
12/4/2022,0,0.039,0.017,0.803
12/5/2022,0,0.041,0.012,0.386
12/6/2022,0,0.039,0.017,0.458
12/7/2022,0,0.041,0.026,0.639
12/8/2022,0,0.044,0.024,0.669
12/9/2022,0,0.046,0.03,0.779
12/10/2022,0,0.043,0.024,0.735
12/11/2022,0,0.037,0.016,0.446
12/12/2022,0,0.034,0.02,0.54
12/13/2022,0,0.041,0.021,0.894
12/14/2022,0,0.038,0.025,0.978
12/15/2022,0,0.033,0.025,0.875
12/16/2022,0,0.04,0.028,1.298
12/17/2022,0,0.037,0.027,0.915
12/18/2022,0,0.044,0.029,1.038
12/19/2022,0,0.046,0.03,0.933
12/20/2022,0,0.045,0.034,1.165
12/21/2022,0,0.042,0.03,0.917
12/22/2022,0,0.041,0.032,1.037
12/23/2022,0,0.044,0.026,1.098
12/24/2022,0,0.055,0.029,1.275
12/25/2022,0,0.045,0.027,1.449
12/26/2022,0,0.041,0.027,0.997
12/27/2022,0,0.022,0.023,0.956
12/28/2022,0,0.035,0.016,0.521
12/29/2022,0,0.038,0.011,0.421
12/30/2022,0,0.028,0.016,0.622
12/31/2022,0,0.023,0.01,0.492
