time,SO2,O3,NO2,CO
12/13/2022,0.001,,0.025,1.492
12/14/2022,0.001,,0.029,1.792
12/15/2022,0.001,,0.029,1.868
12/16/2022,0.001,,0.031,1.796
12/17/2022,0.001,,0.034,1.407
12/18/2022,0.001,,0.03,1.776
12/19/2022,0,,0.024,0.994
12/20/2022,0.001,,0.032,0.694
12/21/2022,0.006,,0.032,1.569
12/22/2022,0.001,,0.023,0.395
12/23/2022,0.001,,0.027,0.653
12/24/2022,0.001,,0.025,0.852
12/25/2022,0.001,,0.018,0.562
12/26/2022,0.001,,0.021,0.751
12/27/2022,0,,0.032,0.63
12/28/2022,0.001,,0.024,1.222
12/29/2022,0,,0.018,0.605
12/30/2022,0,,0.013,0.369
12/31/2022,0,,0.018,0.401
